dayname,minutes_watched,date_watched,weekday,date_watched_m,date_watched_m_n,student_country
Monday,6.1,2022-04-11,0,4,April,IN
Wednesday,3.7,2022-04-13,2,4,April,IN
Thursday,24.9,2022-04-14,3,4,April,IN
Saturday,8.2,2022-04-16,5,4,April,IN
Sunday,9.9,2022-04-17,6,4,April,IN
Monday,2.9,2022-04-18,0,4,April,IN
Thursday,5.5,2022-07-28,3,7,July,IN
Friday,7.2,2022-07-29,4,7,July,IN
Sunday,2.6,2022-05-08,6,5,May,IN
Sunday,3.5,2022-05-22,6,5,May,IN
Monday,18.8,2022-04-11,0,4,April,US
Monday,0.7,2022-04-11,0,4,April,EG
Monday,65.0,2022-04-11,0,4,April,US
Monday,0.1,2022-04-11,0,4,April,IN
Monday,0.3,2022-04-11,0,4,April,GB
Wednesday,0.2,2022-05-25,2,5,May,US
Thursday,30.9,2022-06-30,3,6,June,US
Monday,26.5,2022-04-11,0,4,April,US
Friday,0.3,2022-04-22,4,4,April,IN
Monday,91.4,2022-05-02,0,5,May,US
Tuesday,43.0,2022-05-03,1,5,May,US
Wednesday,15.7,2022-05-04,2,5,May,US
Thursday,33.6,2022-05-05,3,5,May,US
Monday,45.2,2022-04-18,0,4,April,US
Tuesday,55.7,2022-04-19,1,4,April,US
Monday,6.9,2022-04-11,0,4,April,US
Tuesday,107.7,2022-04-12,1,4,April,US
Friday,126.1,2022-04-15,4,4,April,US
Wednesday,84.0,2022-04-13,2,4,April,US
Sunday,44.8,2022-04-17,6,4,April,US
Wednesday,115.9,2022-04-20,2,4,April,US
Thursday,58.5,2022-04-21,3,4,April,US
Wednesday,15.9,2022-04-27,2,4,April,US
Thursday,108.7,2022-04-14,3,4,April,US
Monday,1.6,2022-04-11,0,4,April,NG
Tuesday,10.4,2022-04-12,1,4,April,NG
Friday,4.3,2022-04-15,4,4,April,NG
Tuesday,10.4,2022-04-12,1,4,April,IN
Tuesday,0.5,2022-04-12,1,4,April,IN
Saturday,0.2,2022-04-23,5,4,April,IN
Tuesday,0.1,2022-04-12,1,4,April,IN
Tuesday,6.6,2022-04-12,1,4,April,NG
Thursday,17.5,2022-04-14,3,4,April,US
Tuesday,1.6,2022-04-12,1,4,April,US
Wednesday,13.2,2022-04-13,2,4,April,US
Tuesday,0.5,2022-04-12,1,4,April,IN
Tuesday,0.6,2022-04-12,1,4,April,IN
Wednesday,0.4,2022-04-20,2,4,April,IN
Tuesday,3.0,2022-04-12,1,4,April,IN
Wednesday,33.1,2022-04-13,2,4,April,NG
Thursday,14.7,2022-04-14,3,4,April,NG
Friday,14.3,2022-04-22,4,4,April,NG
Tuesday,44.3,2022-04-12,1,4,April,GB
Tuesday,0.3,2022-04-12,1,4,April,US
Tuesday,2.2,2022-04-12,1,4,April,EG
Tuesday,1.9,2022-04-12,1,4,April,US
Thursday,0.2,2022-06-23,3,6,June,IN
Saturday,0.2,2022-06-25,5,6,June,IN
Friday,1.1,2022-07-01,4,7,July,IN
Saturday,0.5,2022-07-02,5,7,July,IN
Monday,9.7,2022-05-09,0,5,May,IN
Monday,1.4,2022-04-18,0,4,April,IN
Tuesday,4.9,2022-04-12,1,4,April,US
Tuesday,0.1,2022-04-12,1,4,April,IN
Wednesday,2.8,2022-08-03,2,8,August,US
Saturday,5.5,2022-04-16,5,4,April,US
Tuesday,43.9,2022-04-12,1,4,April,US
Thursday,33.0,2022-04-14,3,4,April,US
Sunday,21.7,2022-04-17,6,4,April,US
Tuesday,89.0,2022-08-02,1,8,August,US
Tuesday,20.6,2022-08-16,1,8,August,US
Tuesday,31.9,2022-09-06,1,9,September,US
Wednesday,11.2,2022-08-17,2,8,August,US
Thursday,12.5,2022-08-18,3,8,August,US
Friday,15.7,2022-08-19,4,8,August,US
Monday,7.3,2022-08-22,0,8,August,US
Saturday,29.4,2022-09-17,5,9,September,US
Wednesday,10.5,2022-08-10,2,8,August,US
Wednesday,129.1,2022-08-03,2,8,August,US
Saturday,42.1,2022-08-06,5,8,August,US
Sunday,1.8,2022-08-07,6,8,August,US
Friday,54.7,2022-08-05,4,8,August,US
Tuesday,10.4,2022-04-12,1,4,April,IN
Friday,0.3,2022-04-15,4,4,April,IN
Tuesday,1.1,2022-04-12,1,4,April,EG
Tuesday,7.4,2022-04-12,1,4,April,EG
Tuesday,14.8,2022-04-12,1,4,April,US
Wednesday,4.8,2022-04-13,2,4,April,US
Wednesday,8.5,2022-04-13,2,4,April,IN
Tuesday,77.5,2022-07-05,1,7,July,US
Wednesday,9.8,2022-07-06,2,7,July,US
Thursday,135.4,2022-07-07,3,7,July,US
Wednesday,59.8,2022-09-28,2,9,September,US
Thursday,100.4,2022-10-06,3,10,October,US
Thursday,36.6,2022-09-29,3,9,September,US
Friday,125.3,2022-09-30,4,9,September,US
Tuesday,50.7,2022-10-04,1,10,October,US
Monday,38.5,2022-10-03,0,10,October,US
Wednesday,144.4,2022-10-05,2,10,October,US
Thursday,118.3,2022-09-01,3,9,September,US
Tuesday,17.5,2022-09-13,1,9,September,US
Monday,33.0,2022-09-12,0,9,September,US
Tuesday,10.0,2022-09-06,1,9,September,US
Friday,32.1,2022-09-09,4,9,September,US
Wednesday,28.9,2022-09-14,2,9,September,US
Thursday,7.7,2022-09-15,3,9,September,US
Monday,47.6,2022-09-26,0,9,September,US
Friday,0.1,2022-09-16,4,9,September,US
Monday,0.1,2022-09-19,0,9,September,US
Tuesday,0.2,2022-09-20,1,9,September,US
Tuesday,60.5,2022-09-27,1,9,September,US
Wednesday,31.8,2022-08-31,2,8,August,US
Monday,13.1,2022-10-10,0,10,October,US
Tuesday,85.8,2022-10-11,1,10,October,US
Wednesday,13.9,2022-10-12,2,10,October,US
Friday,21.4,2022-10-14,4,10,October,US
Tuesday,71.7,2022-10-18,1,10,October,US
Wednesday,45.1,2022-10-19,2,10,October,US
Thursday,24.7,2022-10-20,3,10,October,US
Wednesday,11.2,2022-04-13,2,4,April,US
Wednesday,0.2,2022-04-13,2,4,April,US
Wednesday,44.2,2022-05-18,2,5,May,US
Friday,35.3,2022-05-20,4,5,May,US
Thursday,49.4,2022-05-19,3,5,May,US
Wednesday,67.2,2022-04-13,2,4,April,US
Monday,1.7,2022-05-30,0,5,May,US
Monday,0.5,2022-06-13,0,6,June,US
Sunday,40.6,2022-05-01,6,5,May,US
Saturday,40.9,2022-04-23,5,4,April,US
Tuesday,24.9,2022-05-03,1,5,May,US
Tuesday,39.6,2022-05-17,1,5,May,US
Wednesday,1.6,2022-04-13,2,4,April,EG
Wednesday,0.5,2022-04-13,2,4,April,US
Wednesday,1.4,2022-04-13,2,4,April,EG
Wednesday,19.3,2022-04-13,2,4,April,US
Wednesday,69.8,2022-04-13,2,4,April,IN
Thursday,9.2,2022-04-14,3,4,April,IN
Friday,16.8,2022-04-15,4,4,April,IN
Wednesday,7.4,2022-04-13,2,4,April,IN
Saturday,27.2,2022-04-30,5,4,April,IN
Wednesday,0.8,2022-04-13,2,4,April,IN
Wednesday,41.7,2022-04-13,2,4,April,US
Wednesday,0.8,2022-04-13,2,4,April,IN
Wednesday,16.3,2022-04-13,2,4,April,GB
Wednesday,0.1,2022-04-20,2,4,April,GB
Wednesday,4.5,2022-04-13,2,4,April,GB
Wednesday,4.0,2022-04-13,2,4,April,US
Wednesday,0.2,2022-04-13,2,4,April,EG
Thursday,6.6,2022-04-28,3,4,April,EG
Wednesday,20.6,2022-04-13,2,4,April,US
Thursday,80.4,2022-04-14,3,4,April,US
Friday,0.5,2022-04-15,4,4,April,US
Saturday,21.3,2022-04-16,5,4,April,US
Wednesday,18.1,2022-04-20,2,4,April,US
Thursday,42.6,2022-04-21,3,4,April,US
Friday,76.2,2022-04-22,4,4,April,US
Saturday,1.5,2022-04-23,5,4,April,US
Sunday,9.3,2022-04-24,6,4,April,US
Monday,78.6,2022-04-25,0,4,April,US
Tuesday,74.4,2022-04-26,1,4,April,US
Thursday,4.1,2022-04-28,3,4,April,US
Friday,49.7,2022-04-29,4,4,April,US
Saturday,69.1,2022-04-30,5,4,April,US
Wednesday,22.5,2022-05-04,2,5,May,US
Sunday,25.6,2022-05-01,6,5,May,US
Friday,17.3,2022-05-06,4,5,May,US
Wednesday,0.1,2022-04-13,2,4,April,EG
Wednesday,0.8,2022-04-13,2,4,April,EG
Wednesday,3.8,2022-04-13,2,4,April,GB
Wednesday,15.1,2022-04-13,2,4,April,IN
Wednesday,16.7,2022-04-13,2,4,April,NG
Thursday,17.7,2022-04-14,3,4,April,NG
Friday,43.6,2022-04-15,4,4,April,NG
Sunday,34.8,2022-04-17,6,4,April,NG
Saturday,21.6,2022-05-14,5,5,May,NG
Saturday,3.2,2022-05-21,5,5,May,NG
Saturday,42.3,2022-05-28,5,5,May,NG
Sunday,0.2,2022-05-29,6,5,May,NG
Saturday,5.4,2022-06-04,5,6,June,NG
Tuesday,15.0,2022-06-07,1,6,June,NG
Wednesday,11.1,2022-06-08,2,6,June,NG
Monday,21.7,2022-06-13,0,6,June,NG
Tuesday,25.5,2022-06-14,1,6,June,NG
Wednesday,52.5,2022-06-15,2,6,June,NG
Saturday,1.1,2022-06-18,5,6,June,NG
Wednesday,0.9,2022-04-13,2,4,April,US
Thursday,91.0,2022-04-14,3,4,April,US
Wednesday,9.6,2022-04-13,2,4,April,US
Saturday,34.5,2022-04-23,5,4,April,US
Friday,38.1,2022-04-22,4,4,April,US
Friday,94.6,2022-04-22,4,4,April,US
Sunday,54.4,2022-04-24,6,4,April,US
Monday,42.3,2022-05-09,0,5,May,US
Tuesday,26.7,2022-05-10,1,5,May,US
Friday,16.5,2022-05-06,4,5,May,US
Saturday,20.3,2022-05-07,5,5,May,US
Sunday,11.8,2022-05-08,6,5,May,US
Thursday,1.7,2022-04-14,3,4,April,US
Friday,0.1,2022-04-15,4,4,April,US
Thursday,5.4,2022-04-21,3,4,April,US
Thursday,89.2,2022-05-05,3,5,May,US
Monday,9.5,2022-04-25,0,4,April,US
Thursday,118.8,2022-04-28,3,4,April,US
Sunday,152.8,2022-05-01,6,5,May,US
Tuesday,5.0,2022-04-26,1,4,April,US
Wednesday,96.6,2022-04-27,2,4,April,US
Tuesday,52.9,2022-05-03,1,5,May,US
Wednesday,29.9,2022-05-04,2,5,May,US
Friday,89.4,2022-04-29,4,4,April,US
Saturday,46.1,2022-04-30,5,4,April,US
Thursday,25.7,2022-04-14,3,4,April,IN
Friday,2.4,2022-04-15,4,4,April,IN
Monday,21.7,2022-04-18,0,4,April,IN
Friday,21.0,2022-04-29,4,4,April,IN
Tuesday,16.5,2022-04-19,1,4,April,IN
Friday,5.6,2022-04-22,4,4,April,IN
Thursday,0.2,2022-04-14,3,4,April,IN
Thursday,1.8,2022-04-14,3,4,April,IN
Thursday,13.1,2022-04-14,3,4,April,GB
Friday,29.8,2022-04-15,4,4,April,GB
Thursday,6.6,2022-04-14,3,4,April,GB
Thursday,0.7,2022-04-14,3,4,April,IN
Thursday,0.2,2022-04-14,3,4,April,IN
Thursday,1.4,2022-04-14,3,4,April,US
Thursday,2.5,2022-04-14,3,4,April,GB
Thursday,4.8,2022-04-14,3,4,April,EG
Friday,6.4,2022-04-15,4,4,April,EG
Thursday,0.6,2022-04-14,3,4,April,GB
Friday,16.5,2022-04-15,4,4,April,IN
Thursday,1.3,2022-06-30,3,6,June,IN
Wednesday,30.2,2022-07-06,2,7,July,IN
Thursday,17.6,2022-04-14,3,4,April,IN
Thursday,17.8,2022-04-14,3,4,April,IN
Friday,11.2,2022-04-15,4,4,April,IN
Thursday,2.2,2022-04-14,3,4,April,IN
Friday,30.6,2022-04-22,4,4,April,US
Monday,29.1,2022-04-25,0,4,April,US
Monday,19.4,2022-05-02,0,5,May,US
Sunday,2.1,2022-05-29,6,5,May,US
Monday,13.2,2022-05-30,0,5,May,US
Thursday,24.9,2022-05-05,3,5,May,US
Sunday,16.1,2022-06-05,6,6,June,US
Monday,14.4,2022-06-06,0,6,June,US
Monday,15.7,2022-06-20,0,6,June,US
Monday,20.6,2022-04-18,0,4,April,US
Saturday,82.5,2022-04-16,5,4,April,IN
Monday,1.1,2022-04-18,0,4,April,IN
Thursday,0.6,2022-04-14,3,4,April,IN
Friday,14.7,2022-04-15,4,4,April,IN
Sunday,2.9,2022-04-17,6,4,April,IN
Thursday,56.9,2022-04-14,3,4,April,US
Friday,34.1,2022-04-15,4,4,April,US
Friday,52.2,2022-04-15,4,4,April,US
Monday,75.6,2022-04-18,0,4,April,US
Monday,87.5,2022-05-02,0,5,May,US
Thursday,10.7,2022-04-14,3,4,April,NG
Friday,2.6,2022-04-15,4,4,April,NG
Sunday,0.1,2022-05-08,6,5,May,GB
Monday,22.1,2022-05-09,0,5,May,GB
Tuesday,20.1,2022-05-10,1,5,May,GB
Wednesday,31.7,2022-05-11,2,5,May,GB
Thursday,6.6,2022-04-28,3,4,April,GB
Saturday,3.9,2022-04-30,5,4,April,GB
Sunday,24.5,2022-05-01,6,5,May,GB
Wednesday,7.7,2022-05-25,2,5,May,GB
Thursday,56.3,2022-05-26,3,5,May,GB
Friday,44.9,2022-05-27,4,5,May,GB
Monday,6.9,2022-05-30,0,5,May,GB
Tuesday,55.5,2022-05-31,1,5,May,GB
Wednesday,10.8,2022-06-01,2,6,June,GB
Thursday,14.9,2022-06-02,3,6,June,GB
Friday,49.2,2022-06-03,4,6,June,GB
Saturday,42.4,2022-06-04,5,6,June,GB
Sunday,21.0,2022-06-05,6,6,June,GB
Monday,59.3,2022-06-06,0,6,June,GB
Tuesday,26.5,2022-06-07,1,6,June,GB
Wednesday,2.3,2022-06-08,2,6,June,GB
Friday,30.0,2022-04-15,4,4,April,US
Thursday,1.4,2022-05-12,3,5,May,US
Thursday,0.1,2022-04-14,3,4,April,US
Thursday,9.0,2022-04-14,3,4,April,EG
Friday,5.4,2022-04-15,4,4,April,EG
Friday,12.9,2022-04-15,4,4,April,IN
Friday,0.5,2022-04-15,4,4,April,GB
Tuesday,24.7,2022-04-19,1,4,April,US
Wednesday,13.0,2022-04-20,2,4,April,US
Monday,67.8,2022-04-18,0,4,April,US
Monday,19.9,2022-08-15,0,8,August,IN
Friday,5.2,2022-04-15,4,4,April,IN
Wednesday,22.0,2022-08-17,2,8,August,IN
Monday,8.3,2022-04-18,0,4,April,US
Friday,32.7,2022-04-15,4,4,April,US
Friday,40.7,2022-04-15,4,4,April,GB
Friday,16.3,2022-04-15,4,4,April,IN
Friday,40.0,2022-04-15,4,4,April,IN
Friday,7.4,2022-04-15,4,4,April,IN
Tuesday,5.7,2022-04-19,1,4,April,IN
Friday,6.7,2022-04-15,4,4,April,NG
Saturday,36.2,2022-04-16,5,4,April,NG
Sunday,8.5,2022-04-17,6,4,April,NG
Friday,7.1,2022-04-15,4,4,April,NG
Tuesday,15.2,2022-07-26,1,7,July,NG
Wednesday,30.7,2022-07-27,2,7,July,NG
Thursday,8.7,2022-07-28,3,7,July,NG
Friday,2.5,2022-04-15,4,4,April,EG
Friday,5.8,2022-04-15,4,4,April,EG
Friday,37.4,2022-04-15,4,4,April,IN
Saturday,12.2,2022-04-16,5,4,April,IN
Saturday,29.0,2022-07-02,5,7,July,US
Sunday,34.8,2022-07-03,6,7,July,US
Friday,0.2,2022-07-01,4,7,July,US
Saturday,21.5,2022-04-16,5,4,April,IN
Friday,26.5,2022-04-15,4,4,April,IN
Monday,18.4,2022-04-18,0,4,April,IN
Friday,0.5,2022-04-15,4,4,April,US
Friday,32.8,2022-06-24,4,6,June,US
Sunday,26.4,2022-06-26,6,6,June,US
Friday,0.6,2022-04-15,4,4,April,US
Friday,0.6,2022-04-15,4,4,April,US
Sunday,9.7,2022-04-17,6,4,April,US
Thursday,11.6,2022-05-05,3,5,May,US
Friday,2.0,2022-05-06,4,5,May,US
Thursday,1.2,2022-05-12,3,5,May,US
Wednesday,4.5,2022-05-25,2,5,May,US
Thursday,6.7,2022-05-26,3,5,May,US
Tuesday,0.5,2022-08-23,1,8,August,US
Monday,0.1,2022-04-18,0,4,April,US
Tuesday,48.2,2022-04-19,1,4,April,US
Wednesday,42.2,2022-04-20,2,4,April,US
Thursday,9.1,2022-04-21,3,4,April,US
Tuesday,0.6,2022-04-26,1,4,April,US
Friday,1.8,2022-04-29,4,4,April,US
Thursday,1.4,2022-06-02,3,6,June,US
Friday,12.9,2022-06-03,4,6,June,US
Saturday,4.7,2022-04-16,5,4,April,US
Friday,4.9,2022-04-22,4,4,April,US
Monday,16.1,2022-04-25,0,4,April,US
Saturday,67.4,2022-06-11,5,6,June,GB
Sunday,82.6,2022-07-31,6,7,July,GB
Wednesday,34.0,2022-08-03,2,8,August,GB
Monday,99.9,2022-08-01,0,8,August,GB
Tuesday,42.9,2022-08-02,1,8,August,GB
Saturday,10.5,2022-07-02,5,7,July,GB
Tuesday,12.2,2022-07-12,1,7,July,GB
Saturday,38.9,2022-07-30,5,7,July,GB
Friday,150.4,2022-05-20,4,5,May,US
Friday,160.5,2022-05-27,4,5,May,US
Tuesday,54.8,2022-05-31,1,5,May,US
Wednesday,43.8,2022-06-01,2,6,June,US
Thursday,32.1,2022-06-02,3,6,June,US
Friday,30.6,2022-06-03,4,6,June,US
Tuesday,30.7,2022-06-07,1,6,June,US
Thursday,25.5,2022-05-05,3,5,May,US
Saturday,205.0,2022-05-21,5,5,May,US
Tuesday,71.5,2022-05-24,1,5,May,US
Wednesday,91.0,2022-05-25,2,5,May,US
Friday,6.7,2022-04-15,4,4,April,US
Saturday,12.4,2022-04-16,5,4,April,US
Saturday,4.8,2022-10-01,5,10,October,US
Tuesday,31.4,2022-10-04,1,10,October,US
Friday,0.1,2022-10-07,4,10,October,US
Friday,2.2,2022-04-15,4,4,April,EG
Saturday,8.8,2022-04-16,5,4,April,EG
Saturday,0.7,2022-04-16,5,4,April,EG
Saturday,11.3,2022-04-16,5,4,April,US
Monday,9.2,2022-04-18,0,4,April,US
Saturday,11.6,2022-04-16,5,4,April,US
Wednesday,0.9,2022-04-20,2,4,April,US
Saturday,0.5,2022-04-16,5,4,April,IN
Saturday,22.0,2022-04-16,5,4,April,IN
Tuesday,2.2,2022-04-19,1,4,April,IN
Tuesday,234.1,2022-04-19,1,4,April,GB
Wednesday,72.4,2022-04-20,2,4,April,GB
Thursday,67.0,2022-04-21,3,4,April,GB
Monday,133.3,2022-04-18,0,4,April,GB
Saturday,156.7,2022-04-16,5,4,April,GB
Sunday,188.5,2022-04-24,6,4,April,GB
Tuesday,84.6,2022-04-26,1,4,April,GB
Tuesday,18.0,2022-05-10,1,5,May,GB
Thursday,4.6,2022-05-12,3,5,May,GB
Friday,116.4,2022-05-13,4,5,May,GB
Saturday,49.9,2022-05-14,5,5,May,GB
Wednesday,49.0,2022-04-27,2,4,April,GB
Thursday,66.6,2022-04-28,3,4,April,GB
Friday,57.4,2022-04-22,4,4,April,GB
Saturday,22.4,2022-04-23,5,4,April,GB
Saturday,0.1,2022-04-16,5,4,April,IN
Monday,42.1,2022-04-18,0,4,April,IN
Tuesday,0.4,2022-04-19,1,4,April,IN
Saturday,1.2,2022-04-16,5,4,April,EG
Saturday,5.3,2022-04-16,5,4,April,NG
Saturday,2.7,2022-04-16,5,4,April,IN
Saturday,32.3,2022-04-16,5,4,April,EG
Saturday,0.2,2022-04-16,5,4,April,IN
Wednesday,2.2,2022-07-13,2,7,July,US
Friday,2.5,2022-08-19,4,8,August,US
Sunday,35.9,2022-09-18,6,9,September,US
Monday,9.6,2022-09-19,0,9,September,US
Tuesday,7.4,2022-09-20,1,9,September,US
Saturday,59.0,2022-06-18,5,6,June,US
Sunday,116.3,2022-06-19,6,6,June,US
Thursday,22.9,2022-07-07,3,7,July,US
Friday,32.7,2022-07-08,4,7,July,US
Tuesday,47.9,2022-06-14,1,6,June,US
Wednesday,21.5,2022-07-27,2,7,July,US
Monday,31.0,2022-06-20,0,6,June,US
Tuesday,3.9,2022-06-21,1,6,June,US
Wednesday,15.7,2022-06-22,2,6,June,US
Wednesday,0.5,2022-06-29,2,6,June,US
Thursday,0.2,2022-07-14,3,7,July,US
Sunday,25.4,2022-07-10,6,7,July,US
Wednesday,7.4,2022-04-20,2,4,April,US
Saturday,3.6,2022-05-14,5,5,May,US
Sunday,1.5,2022-06-12,6,6,June,US
Monday,0.1,2022-06-13,0,6,June,US
Wednesday,47.5,2022-06-15,2,6,June,US
Thursday,32.7,2022-06-16,3,6,June,US
Thursday,25.6,2022-06-23,3,6,June,US
Sunday,59.0,2022-07-03,6,7,July,US
Monday,0.4,2022-07-04,0,7,July,US
Wednesday,23.5,2022-07-06,2,7,July,US
Saturday,5.9,2022-07-09,5,7,July,US
Saturday,12.4,2022-04-16,5,4,April,US
Thursday,21.4,2022-05-26,3,5,May,US
Saturday,0.8,2022-04-30,5,4,April,US
Sunday,5.3,2022-05-01,6,5,May,US
Saturday,0.3,2022-06-11,5,6,June,US
Saturday,11.8,2022-04-16,5,4,April,GB
Saturday,43.0,2022-04-16,5,4,April,IN
Sunday,66.2,2022-04-17,6,4,April,GB
Saturday,19.3,2022-04-16,5,4,April,GB
Wednesday,46.6,2022-04-20,2,4,April,GB
Saturday,1.1,2022-04-16,5,4,April,IN
Saturday,12.9,2022-04-16,5,4,April,US
Saturday,1.2,2022-04-16,5,4,April,IN
Saturday,7.9,2022-04-16,5,4,April,US
Saturday,14.0,2022-04-16,5,4,April,US
Saturday,1.2,2022-04-16,5,4,April,US
Sunday,6.7,2022-04-17,6,4,April,US
Sunday,20.1,2022-04-17,6,4,April,US
Sunday,74.8,2022-04-17,6,4,April,US
Monday,128.1,2022-04-18,0,4,April,US
Friday,17.5,2022-05-06,4,5,May,US
Saturday,14.0,2022-05-07,5,5,May,US
Tuesday,2.2,2022-06-14,1,6,June,US
Sunday,0.1,2022-06-19,6,6,June,US
Sunday,42.5,2022-05-08,6,5,May,US
Monday,24.2,2022-05-09,0,5,May,US
Thursday,5.2,2022-05-12,3,5,May,US
Friday,78.8,2022-05-13,4,5,May,US
Saturday,41.0,2022-05-14,5,5,May,US
Sunday,27.3,2022-05-15,6,5,May,US
Monday,14.7,2022-05-16,0,5,May,US
Tuesday,46.1,2022-05-17,1,5,May,US
Wednesday,26.9,2022-05-18,2,5,May,US
Thursday,25.7,2022-05-19,3,5,May,US
Saturday,60.5,2022-05-21,5,5,May,US
Tuesday,7.9,2022-05-31,1,5,May,US
Monday,1.4,2022-05-23,0,5,May,US
Tuesday,15.6,2022-05-24,1,5,May,US
Saturday,11.9,2022-06-04,5,6,June,US
Sunday,33.3,2022-06-12,6,6,June,US
Saturday,55.7,2022-04-23,5,4,April,US
Sunday,47.6,2022-04-24,6,4,April,US
Wednesday,36.7,2022-04-27,2,4,April,US
Thursday,16.9,2022-04-28,3,4,April,US
Friday,42.5,2022-04-29,4,4,April,US
Monday,16.2,2022-05-02,0,5,May,US
Wednesday,25.6,2022-05-04,2,5,May,US
Sunday,14.0,2022-05-01,6,5,May,US
Tuesday,29.6,2022-05-03,1,5,May,US
Thursday,25.8,2022-05-05,3,5,May,US
Tuesday,102.3,2022-04-19,1,4,April,US
Thursday,15.4,2022-04-21,3,4,April,US
Friday,90.6,2022-04-22,4,4,April,US
Monday,145.3,2022-06-20,0,6,June,US
Friday,0.1,2022-07-15,4,7,July,US
Thursday,43.8,2022-06-23,3,6,June,US
Tuesday,125.7,2022-06-21,1,6,June,US
Sunday,7.4,2022-04-17,6,4,April,US
Sunday,5.6,2022-04-17,6,4,April,GB
Sunday,11.7,2022-04-17,6,4,April,IN
Monday,3.6,2022-08-15,0,8,August,GB
Wednesday,12.9,2022-06-01,2,6,June,GB
Friday,9.8,2022-06-03,4,6,June,GB
Sunday,2.7,2022-05-01,6,5,May,GB
Sunday,0.6,2022-04-17,6,4,April,GB
Sunday,1.7,2022-04-17,6,4,April,IN
Sunday,6.5,2022-04-17,6,4,April,IN
Monday,18.6,2022-05-30,0,5,May,GB
Wednesday,1.2,2022-04-27,2,4,April,IN
Friday,0.3,2022-04-22,4,4,April,IN
Saturday,1.6,2022-05-28,5,5,May,IN
Thursday,0.1,2022-04-21,3,4,April,IN
Sunday,0.6,2022-04-17,6,4,April,US
Sunday,2.1,2022-04-17,6,4,April,US
Sunday,24.9,2022-04-17,6,4,April,US
Tuesday,0.3,2022-08-16,1,8,August,US
Sunday,0.6,2022-04-17,6,4,April,IN
Monday,16.2,2022-04-18,0,4,April,IN
Tuesday,18.4,2022-04-19,1,4,April,IN
Sunday,0.2,2022-04-17,6,4,April,US
Sunday,1.2,2022-04-17,6,4,April,IN
Tuesday,19.2,2022-04-19,1,4,April,EG
Wednesday,34.0,2022-04-20,2,4,April,EG
Thursday,34.3,2022-04-21,3,4,April,EG
Tuesday,2.5,2022-05-31,1,5,May,US
Friday,13.7,2022-07-15,4,7,July,US
Sunday,1.6,2022-04-17,6,4,April,US
Tuesday,0.4,2022-06-07,1,6,June,US
Wednesday,1.7,2022-06-08,2,6,June,US
Saturday,13.6,2022-06-11,5,6,June,US
Saturday,21.6,2022-06-18,5,6,June,US
Thursday,4.0,2022-06-16,3,6,June,US
Monday,5.0,2022-06-20,0,6,June,US
Tuesday,3.4,2022-06-21,1,6,June,US
Tuesday,0.4,2022-07-05,1,7,July,US
Monday,4.4,2022-07-11,0,7,July,US
Tuesday,0.1,2022-07-12,1,7,July,US
Wednesday,0.1,2022-07-27,2,7,July,US
Sunday,78.9,2022-06-05,6,6,June,US
Friday,0.1,2022-06-17,4,6,June,US
Wednesday,33.9,2022-06-01,2,6,June,US
Friday,10.4,2022-06-03,4,6,June,US
Saturday,0.1,2022-08-20,5,8,August,US
Monday,2.4,2022-04-18,0,4,April,US
Monday,0.3,2022-04-18,0,4,April,IN
Monday,11.9,2022-04-18,0,4,April,IN
Tuesday,16.5,2022-04-19,1,4,April,IN
Monday,1.2,2022-04-18,0,4,April,IN
Tuesday,6.2,2022-04-26,1,4,April,IN
Friday,0.4,2022-04-22,4,4,April,IN
Monday,2.8,2022-04-18,0,4,April,IN
Monday,51.0,2022-04-18,0,4,April,IN
Monday,1.2,2022-04-18,0,4,April,IN
Tuesday,8.7,2022-04-19,1,4,April,IN
Monday,3.1,2022-04-18,0,4,April,IN
Tuesday,22.9,2022-04-19,1,4,April,IN
Friday,2.1,2022-04-22,4,4,April,IN
Monday,163.4,2022-04-18,0,4,April,US
Sunday,58.7,2022-05-01,6,5,May,US
Wednesday,78.9,2022-04-20,2,4,April,US
Wednesday,84.9,2022-09-21,2,9,September,NG
Monday,32.3,2022-06-06,0,6,June,NG
Saturday,42.4,2022-06-11,5,6,June,NG
Monday,63.0,2022-06-13,0,6,June,NG
Monday,66.7,2022-04-18,0,4,April,NG
Wednesday,12.3,2022-05-25,2,5,May,NG
Thursday,122.7,2022-05-26,3,5,May,NG
Friday,9.8,2022-05-27,4,5,May,NG
Saturday,26.0,2022-05-28,5,5,May,NG
Sunday,39.8,2022-05-29,6,5,May,NG
Monday,35.1,2022-05-30,0,5,May,NG
Tuesday,59.0,2022-05-31,1,5,May,NG
Wednesday,69.0,2022-06-01,2,6,June,NG
Thursday,35.2,2022-06-02,3,6,June,NG
Wednesday,46.5,2022-04-20,2,4,April,NG
Friday,18.9,2022-06-03,4,6,June,NG
Saturday,100.7,2022-06-04,5,6,June,NG
Sunday,39.4,2022-06-05,6,6,June,NG
Tuesday,6.4,2022-06-07,1,6,June,NG
Wednesday,1.1,2022-06-08,2,6,June,NG
Thursday,43.5,2022-06-09,3,6,June,NG
Friday,15.2,2022-06-10,4,6,June,NG
Tuesday,43.8,2022-06-14,1,6,June,NG
Wednesday,57.5,2022-06-15,2,6,June,NG
Thursday,98.6,2022-06-16,3,6,June,NG
Sunday,23.4,2022-06-19,6,6,June,NG
Wednesday,50.8,2022-06-22,2,6,June,NG
Saturday,16.6,2022-07-30,5,7,July,NG
